#	phi_y	phi_x
1	0.72931	0.87829
2	0.72299	0.86847
3	0.69559	0.87778
4	0.71512	0.88185
5	0.72013	0.87923
6	0.70609	0.88409
7	0.7345	0.88344
8	0.70693	0.8777
9	0.7158	0.86549
10	0.71217	0.89028
11	0.70063	0.88311
12	0.71784	0.88052
13	0.7169	0.88562
14	0.71925	0.87271
15	0.72128	0.87672
16	0.71199	0.87787
17	0.72984	0.8784
18	0.70984	0.88797
19	0.71863	0.88193
20	0.71043	0.8826
21	0.69388	0.88058
22	0.69338	0.87638
23	0.73703	0.88595
24	0.72686	0.86107
25	0.70525	0.8829
26	0.72228	0.87437
27	0.72943	0.87407
28	0.7092	0.87036
29	0.72033	0.89206
30	0.72234	0.88153
31	0.70022	0.87669
32	0.6912	0.8811
33	0.71225	0.89258
34	0.71579	0.90339
35	0.69645	0.8641
36	0.71155	0.87316
37	0.71611	0.87641
38	0.71807	0.89582
39	0.70372	0.90686
40	0.70835	0.87927
41	0.72546	0.8733
42	0.70018	0.89218
43	0.70448	0.90125
44	0.71807	0.88119
45	0.71445	0.86648
46	0.72196	0.89409
47	0.72121	0.89946
48	0.74543	0.88431
49	0.73124	0.87152
50	0.71175	0.87928
51	0.72799	0.87552
52	0.73437	0.88492
53	0.71551	0.88133
54	0.73035	0.89548
55	0.72305	0.88244
56	0.71013	0.87946
57	0.68876	0.86325
58	0.70874	0.89088
59	0.72142	0.89887
60	0.71757	0.88203
61	0.70433	0.89425
62	0.71836	0.8792
63	0.74445	0.89386
64	0.74437	0.87812
65	0.72022	0.87084
66	0.70991	0.88316
67	0.72432	0.88933
68	0.70754	0.88622
69	0.7204	0.88888
70	0.71151	0.86295
71	0.71786	0.88158
72	0.72398	0.87627
73	0.72521	0.8765
74	0.70604	0.87909
75	0.71436	0.87497
76	0.70557	0.90324
77	0.6872	0.88138
78	0.72138	0.87957
79	0.70069	0.86661
80	0.73123	0.88885
81	0.70565	0.88092
82	0.72196	0.87817
83	0.71823	0.88811
84	0.71877	0.89021
85	0.70925	0.87697
86	0.71546	0.88879
87	0.72999	0.88774
88	0.72656	0.86652
89	0.6932	0.88611
90	0.6954	0.88237
91	0.71377	0.89899
92	0.71394	0.88917
93	0.71098	0.8753
94	0.71913	0.88621
95	0.72053	0.88771
96	0.70052	0.88425
97	0.68599	0.88727
98	0.69969	0.87601
99	0.7085	0.87531
100	0.71136	0.88439
