#	phi_y	phi_x
1	0.63231	1.00117
2	0.65248	0.99693
3	0.67887	1.00349
4	0.63881	0.99938
5	0.652	1.0004
6	0.61293	1.0029
7	0.64733	1.00186
8	0.65006	0.99815
9	0.6448	1.0006
10	0.68285	1.00034
11	0.67631	0.99827
12	0.66137	1.00125
13	0.6774	1.00173
14	0.66238	1.00137
15	0.70411	1.00104
16	0.61979	1.00217
17	0.65481	1.0016
18	0.59577	0.99391
19	0.67866	1.00258
20	0.67269	1.00223
21	0.69607	0.99855
22	0.67045	1.00346
23	0.64513	1.00117
24	0.61038	0.99815
25	0.69545	1.00297
26	0.62946	1.00348
27	0.64235	0.99993
28	0.64889	1.00203
29	0.65879	1.00194
30	0.6178	1.00078
31	0.64615	0.99442
32	0.62467	0.99809
33	0.67914	0.99763
34	0.64394	0.99681
35	0.64634	1.00301
36	0.62722	1.00256
37	0.68643	0.99917
38	0.69462	1.00057
39	0.66926	1.00231
40	0.64482	0.99888
41	0.67901	1.00242
42	0.64199	0.99716
43	0.62623	1.00179
44	0.62569	1.00194
45	0.62177	1.00291
46	0.60494	0.99981
47	0.64935	0.99639
48	0.62753	1.0016
49	0.63673	0.99935
50	0.66943	0.9993
51	0.64156	1.00285
52	0.61679	0.99662
53	0.62028	0.99811
54	0.6207	0.9981
55	0.61749	1.00377
56	0.62134	0.99952
57	0.66143	0.99855
58	0.61343	0.99883
59	0.61047	1.00224
60	0.61609	1.00367
61	0.65839	0.99346
62	0.67323	0.99933
63	0.63625	0.99707
64	0.6877	0.99534
65	0.60496	0.99478
66	0.65143	1.00263
67	0.62749	1.00878
68	0.67208	1.00349
69	0.65877	1.00013
70	0.67298	0.99533
71	0.61666	1.00086
72	0.6909	1.0019
73	0.60465	0.99926
74	0.64405	1.00272
75	0.62472	1.00404
76	0.64805	1.00121
77	0.62818	1.00024
78	0.64023	1.00021
79	0.62488	1.0003
80	0.65582	0.99961
81	0.68636	1.00082
82	0.59165	1.00074
83	0.62136	1.00201
84	0.68427	1.00172
85	0.64211	1.00262
86	0.63522	0.9991
87	0.66895	1.00059
88	0.65698	1.00174
89	0.59788	0.99848
90	0.68098	1.00014
91	0.63161	1.00326
92	0.67612	1.00264
93	0.69689	0.99633
94	0.62385	0.99711
95	0.68453	0.99458
96	0.5921	1.0032
97	0.68443	0.99843
98	0.68365	1.0041
99	0.61459	1.00165
100	0.69361	1.00079
